"DateTime","US Dollars ($)"
"2016-03-04 05:00:00",1498975095
"2016-03-05 05:00:00",1498975095
"2016-03-06 05:00:00",1498975095
"2016-03-07 05:00:00",1751884019
"2016-03-08 05:00:00",1765159192
"2016-03-09 05:00:00",1546704397
"2016-03-10 05:00:00",1747666701
"2016-03-11 05:00:00",1759797240
"2016-03-12 05:00:00",1759797240
"2016-03-13 05:00:00",1759797240
"2016-03-14 04:00:00",1975863911
"2016-03-15 04:00:00",3269995947
"2016-03-16 04:00:00",2620974049
"2016-03-17 04:00:00",3886906857
"2016-03-18 04:00:00",4030194571
"2016-03-19 04:00:00",4030194571
"2016-03-20 04:00:00",4030194571
"2016-03-21 04:00:00",4255371500
"2016-03-22 04:00:00",4616594571
"2016-03-23 04:00:00",4338294897
"2016-03-24 04:00:00",4474467626
"2016-03-25 04:00:00",3452590327
"2016-03-26 04:00:00",3452590327
"2016-03-27 04:00:00",3452590327
"2016-03-28 04:00:00",3647878170
"2016-03-29 04:00:00",3665053209
"2016-03-30 04:00:00",3508657645
"2016-03-31 04:00:00",3136408478
"2016-04-01 04:00:00",3088366081
"2016-04-02 04:00:00",3088366081
"2016-04-03 04:00:00",3088366081
"2016-04-04 04:00:00",2401601496
"2016-04-05 04:00:00",2478078502
"2016-04-06 04:00:00",2230781108
"2016-04-07 04:00:00",2409484644
"2016-04-08 04:00:00",2435358469
"2016-04-09 04:00:00",2435358469
"2016-04-10 04:00:00",2435358469
"2016-04-11 04:00:00",2545693118
"2016-04-12 04:00:00",2595319822
"2016-04-13 04:00:00",2518443416
"2016-04-14 04:00:00",2656302031
"2016-04-15 04:00:00",1537080367
"2016-04-16 04:00:00",1537080367
"2016-04-17 04:00:00",1537080367
"2016-04-18 04:00:00",2745263606
"2016-04-19 04:00:00",2938462966
"2016-04-20 04:00:00",2793168731
"2016-04-21 04:00:00",3141945324
"2016-04-22 04:00:00",3385754705
"2016-04-23 04:00:00",3385754705
"2016-04-24 04:00:00",3385754705
